,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
204,Jajapur,1235.2,1462.13,209.59,76.44,1020.43,725.23,30.67,15.9,79.1,89.87,34.96,8.52,47.78,49.27,50.8,91.28,43.17,21.1,79.42,39.16,93.99,1.23,90.0,78.31,53.35,12.3,12.52,30.25,28.42,30.0,43.26,35.61,4.41,6.87,OR,Total,Eastern Zone
206,Dhenkanal,881.56,945.22,132.01,72.24,1025.74,1043.85,33.32,21.04,72.78,83.65,33.51,25.44,51.99,64.41,69.9,98.94,35.51,23.75,81.88,35.68,90.08,3.77,87.02,66.57,74.81,6.48,6.18,26.14,25.58,39.4,39.41,26.08,2.53,2.93,OR,Total,Eastern Zone
208,Anugul,920.19,1112.98,150.64,72.87,935.01,878.76,35.57,21.35,70.57,86.86,27.62,22.02,48.57,73.28,68.43,98.81,37.97,27.98,85.24,38.07,90.26,2.52,88.87,63.25,77.27,6.37,6.99,31.84,21.76,37.35,43.99,23.19,1.63,4.53,OR,Total,Eastern Zone
210,Nayagarh,694.84,750.88,91.55,74.54,1009.49,724.64,31.59,20.98,75.5,87.94,21.85,31.28,50.86,48.46,58.05,91.76,38.65,22.93,74.52,34.9,92.46,1.36,85.94,84.67,62.12,8.62,8.62,28.02,16.4,26.47,39.81,37.49,7.52,9.36,OR,Total,Eastern Zone
213,Khordha,1690.74,1846.83,227.09,79.68,980.05,965.12,47.04,46.15,80.42,93.64,38.29,18.11,48.75,67.92,60.49,94.91,34.01,18.36,70.86,12.66,85.09,1.71,73.24,76.6,69.52,9.08,9.03,24.68,15.36,19.04,45.3,19.36,2.57,8.52,OR,Total,Eastern Zone
215,Puri,1220.3,1463.6,185.18,78.91,996.46,921.91,40.11,19.88,82.93,93.61,30.43,8.3,56.94,79.53,81.81,97.69,48.43,40.06,92.87,36.82,97.78,1.25,88.15,81.9,67.05,17.45,17.02,16.12,15.49,29.22,44.33,50.53,10.25,16.3,OR,Total,Eastern Zone
217,Ganjam,2350.09,2523.77,252.07,64.48,1111.04,800.89,40.71,34.53,64.11,84.28,22.17,29.82,50.72,53.11,51.32,95.9,23.04,9.59,76.6,21.72,91.53,2.87,54.15,52.17,71.45,4.69,3.77,28.93,21.46,37.43,41.3,34.05,5.96,4.58,OR,Total,Eastern Zone
219,Gajapati,408.78,437.76,63.05,53.3,1025.77,799.54,38.15,19.21,45.03,63.08,16.77,25.32,55.74,60.92,49.13,93.05,22.4,12.47,46.4,20.41,63.34,6.38,46.36,50.45,73.43,5.61,4.82,32.46,22.12,57.93,58.48,27.44,6.61,4.44,OR,Total,Eastern Zone
221,Kandhamal,524.46,628.95,77.21,58.68,1070.47,1057.2,16.48,6.44,55.92,83.03,18.08,22.09,46.97,68.61,64.8,96.72,45.02,31.94,68.86,37.65,72.65,5.12,73.47,79.26,54.82,10.15,10.56,38.35,28.1,42.66,52.71,49.74,9.11,11.79,OR,Total,Eastern Zone
223,Baudh,327.13,365.92,47.76,68.39,994.51,972.86,16.44,11.49,64.25,82.25,18.39,23.44,43.01,74.07,73.67,98.38,42.16,30.13,74.09,33.44,82.55,5.37,94.2,62.4,88.95,9.96,9.96,42.2,30.95,44.07,49.85,26.41,5.17,3.73,OR,Total,Eastern Zone
225,Subarnapur,469.3,555.64,74.85,69.64,1036.72,1034.11,16.0,12.66,69.5,85.99,25.87,22.16,51.43,67.86,85.27,95.83,49.32,45.05,86.89,46.56,93.32,3.29,91.89,75.7,81.12,16.66,16.11,47.47,32.23,74.95,69.17,36.04,6.61,10.05,OR,Total,Eastern Zone
227,Balangir,1406.31,1570.49,188.42,64.91,1032.8,1057.54,14.11,9.15,61.92,85.57,21.55,14.69,50.55,73.72,76.53,99.24,49.12,34.38,78.52,39.07,87.07,4.31,92.95,49.89,81.53,7.87,7.26,44.43,31.76,67.28,61.05,25.52,6.64,4.11,OR,Total,Eastern Zone
229,Nuapada,475.4,549.51,60.28,57.24,1044.43,998.78,20.24,8.67,49.92,78.18,19.86,19.05,43.6,73.13,75.51,98.83,43.74,32.03,70.93,35.7,84.73,3.97,83.8,58.37,85.66,2.76,2.62,37.59,33.97,63.9,64.0,27.98,6.83,7.37,OR,Total,Eastern Zone
231,Kalahandi,1232.35,1215.67,153.64,50.87,1011.44,897.55,14.88,7.1,46.13,73.61,18.67,21.66,46.81,70.56,46.74,92.79,33.21,13.68,58.82,10.21,74.52,6.39,88.24,78.05,71.86,3.7,4.49,36.64,34.22,67.23,68.71,22.62,2.35,5.03,OR,Total,Eastern Zone
233,Rayagada,673.85,758.55,104.33,43.76,1074.44,966.91,23.37,17.08,35.31,62.19,12.68,34.42,44.48,48.22,59.49,90.38,50.43,26.84,68.6,38.98,71.69,8.97,71.22,72.36,70.73,11.02,10.32,43.48,33.1,49.75,55.36,33.83,7.28,11.28,OR,Total,Eastern Zone
235,Nabarangapur,821.9,1023.99,138.57,48.56,1036.1,1076.9,16.11,9.16,41.76,61.61,10.65,37.88,49.97,67.88,70.46,96.94,35.74,25.64,67.92,35.49,64.32,4.83,71.47,76.72,62.04,11.8,11.49,45.75,36.14,71.92,71.52,47.52,8.49,9.93,OR,Total,Eastern Zone
237,Koraput,994.7,1051.04,129.68,46.24,1018.66,872.27,18.23,19.04,39.74,75.41,14.54,34.72,51.11,55.82,58.4,94.69,31.94,19.52,49.05,18.75,68.39,5.4,67.12,53.95,71.0,2.85,3.42,40.28,34.53,71.39,63.25,27.39,6.26,4.62,OR,Total,Eastern Zone
239,Malkangiri,428.24,487.01,61.12,44.51,1027.01,924.55,16.66,5.61,34.84,60.75,11.78,39.27,46.23,54.95,69.31,89.6,39.36,31.93,69.44,39.35,67.79,10.55,76.93,65.4,67.1,17.38,16.76,45.71,45.9,72.17,71.28,34.77,4.13,7.3,OR,Total,Eastern Zone
241,Nandurbar,769.0,900.0,105.0,54.8,1019.0,1031.0,23.6,19.1,46.1,57.2,24.8,23.7,53.3,53.7,52.5,81.9,39.0,26.1,53.3,26.2,55.5,9.8,32.8,71.3,64.9,3.2,2.5,47.6,42.4,60.1,60.2,36.9,23.2,13.9,MH,Total,Western Zone
243,Dhule,765.0,875.0,157.0,68.1,920.0,853.0,32.0,41.0,60.9,87.0,29.6,34.7,62.1,55.8,62.5,85.4,15.7,11.8,70.1,38.8,72.6,12.1,40.0,79.9,55.1,19.8,17.1,39.6,30.1,67.0,53.5,47.7,38.1,35.6,MH,Total,Western Zone
246,Jalgaon,771.0,799.0,110.0,75.4,914.0,922.0,42.1,52.9,72.6,86.2,32.0,34.2,64.2,61.5,64.6,90.5,39.7,32.2,78.5,22.2,84.2,4.9,43.2,61.4,61.9,1.9,2.6,36.4,18.9,60.2,51.7,43.4,23.5,13.9,MH,Total,Western Zone
248,Buldana,779.0,837.0,131.0,75.2,953.0,907.0,45.7,33.1,77.7,87.6,32.1,36.1,69.9,72.3,74.5,89.1,21.6,14.8,78.9,42.9,82.6,5.7,64.2,64.6,30.1,0.0,0.0,43.9,28.0,43.1,41.0,49.7,21.7,7.8,MH,Total,Western Zone
251,Akola,791.0,1029.0,143.0,85.2,975.0,934.0,46.5,43.1,84.5,90.5,44.9,12.4,65.7,80.8,80.4,95.1,33.8,30.1,80.1,34.0,92.0,2.4,50.8,73.0,62.9,0.0,0.0,41.2,25.1,53.2,38.7,36.2,9.7,11.0,MH,Total,Western Zone
253,Washim,802.0,876.0,136.0,75.7,949.0,902.0,41.5,33.9,77.0,93.5,38.4,25.5,74.6,72.4,67.5,95.0,37.0,25.2,75.8,41.1,84.0,4.2,67.9,69.9,60.5,11.7,10.4,41.1,26.6,60.3,35.5,49.9,31.6,29.2,MH,Total,Western Zone
256,Amravati,794.0,889.0,125.0,83.0,979.0,1052.0,64.5,50.3,85.3,89.1,49.0,15.7,70.7,68.2,75.7,97.4,50.2,39.9,69.8,28.3,93.0,2.2,64.7,75.0,57.7,4.1,5.2,38.1,26.8,50.5,42.8,45.2,20.3,14.9,MH,Total,Western Zone
259,Wardha,809.0,856.0,124.0,82.4,947.0,1298.0,56.9,54.9,82.9,86.9,42.6,7.1,75.5,63.4,77.3,90.1,45.2,37.0,85.8,22.2,97.9,1.3,76.5,77.4,56.9,1.1,4.8,30.5,29.4,48.5,42.5,43.1,12.9,11.3,MH,Total,Western Zone
262,Nagpur,997.0,1116.0,150.0,86.0,1004.0,957.0,71.1,75.7,89.6,97.4,53.1,7.0,67.9,88.0,81.1,97.5,52.5,49.8,84.1,41.2,97.2,0.9,76.5,78.6,59.6,1.3,5.9,33.9,23.0,44.7,46.6,38.0,14.8,13.0,MH,Total,Western Zone
264,Bhandara,801.0,823.0,132.0,81.1,1020.0,1204.0,67.3,47.7,90.6,92.8,57.7,4.5,73.1,77.1,83.4,96.6,40.5,34.5,86.2,47.9,98.7,1.3,81.1,69.3,32.1,0.0,0.0,40.5,33.3,43.0,52.7,56.2,36.2,14.4,MH,Total,Western Zone
266,Gondiya,783.0,822.0,127.0,77.3,1037.0,1009.0,55.4,23.8,83.5,91.0,43.9,5.7,65.6,68.9,76.0,95.3,70.0,58.9,68.8,30.2,93.3,3.6,74.4,72.7,69.8,3.5,6.1,34.7,35.4,57.0,55.1,48.6,18.0,10.6,MH,Total,Western Zone
268,Gadchiroli,792.0,840.0,138.0,65.5,968.0,1162.0,32.6,22.4,72.6,91.3,35.9,8.8,73.8,82.0,76.6,98.9,48.1,44.5,71.4,49.8,87.7,6.5,82.0,70.3,62.4,8.8,8.3,32.5,27.9,58.3,51.7,50.1,34.0,36.6,MH,Total,Western Zone
271,Chandrapur,803.0,819.0,126.0,72.9,961.0,996.0,53.9,47.2,80.5,90.1,43.1,18.6,70.6,67.3,79.9,93.2,47.0,45.5,80.8,21.8,91.7,2.2,60.5,73.2,67.2,4.0,3.6,32.2,29.9,58.8,48.7,44.4,12.2,11.3,MH,Total,Western Zone
273,Yavatmal,791.0,893.0,146.0,76.1,969.0,863.0,43.7,37.2,75.8,92.8,36.6,20.8,69.9,66.3,71.4,94.0,34.8,26.6,75.6,44.0,85.3,4.8,61.6,80.4,60.9,8.8,9.8,47.4,29.0,68.9,46.9,49.2,35.9,30.9,MH,Total,Western Zone
275,Nanded,791.0,978.0,187.0,68.5,1000.0,961.0,43.8,32.4,75.3,88.5,27.3,39.8,59.5,71.3,70.5,93.1,39.3,27.2,65.8,29.1,84.3,5.3,51.1,64.0,64.5,0.7,3.3,40.4,29.3,53.6,47.5,45.3,15.8,13.9,MH,Total,Western Zone
277,Hingoli,769.0,872.0,135.0,67.0,1002.0,992.0,40.3,25.6,69.0,92.3,25.1,40.7,66.0,64.6,63.7,94.2,42.8,31.9,64.7,16.8,84.6,6.8,65.9,66.9,58.3,7.9,8.6,39.6,29.0,51.5,42.0,46.0,23.8,19.7,MH,Total,Western Zone
280,Parbhani,771.0,916.0,140.0,65.2,1006.0,1114.0,34.0,26.6,70.7,84.7,23.1,41.3,68.3,72.4,79.3,92.6,31.1,24.0,83.9,42.3,85.8,8.1,51.5,69.1,49.1,2.5,3.7,46.4,31.4,52.1,46.4,55.7,27.4,8.9,MH,Total,Western Zone
282,Jalna,776.0,859.0,135.0,65.2,950.0,880.0,34.0,20.7,65.7,88.3,24.7,47.1,64.0,63.9,64.2,90.1,45.6,33.1,66.1,22.5,92.0,4.0,70.0,70.0,61.5,1.2,5.2,44.1,29.1,49.5,43.9,49.9,27.3,22.2,MH,Total,Western Zone
285,Aurangabad,759.0,860.0,151.0,72.6,923.0,1130.0,45.3,54.6,78.3,93.6,41.3,44.3,63.0,69.6,70.6,92.4,19.8,16.4,87.0,37.9,93.5,2.9,59.3,79.7,41.6,0.0,0.0,38.6,21.5,38.3,45.0,50.6,25.7,9.3,MH,Total,Western Zone
288,Nashik,755.0,951.0,163.0,80.4,1000.0,867.0,52.8,65.7,82.2,92.0,39.9,29.9,66.0,76.0,58.6,90.0,41.0,26.0,75.8,36.3,85.3,3.5,62.3,65.8,64.5,0.0,1.0,43.5,25.8,52.9,54.7,30.9,10.7,9.4,MH,Total,Western Zone
290,Thane,712.0,763.0,136.0,81.0,922.0,895.0,64.7,76.7,78.4,92.8,47.1,20.4,61.0,60.3,70.8,86.2,44.5,37.6,85.9,21.6,91.2,3.2,40.9,66.4,58.4,7.7,9.0,38.5,21.4,54.1,48.4,43.8,25.6,14.4,MH,Total,Western Zone
292,Mumbai Suburban,668.0,673.0,100.0,82.9,869.0,932.0,26.7,87.1,82.0,94.5,43.3,14.6,59.6,57.5,82.0,87.1,36.7,31.3,81.8,33.9,93.9,4.4,50.1,82.6,58.0,14.2,14.2,21.3,15.1,70.0,50.4,41.2,33.7,30.2,MH,Total,Western Zone
294,Mumbai,649.0,608.0,62.0,87.2,906.0,1033.0,39.2,89.2,90.5,98.1,52.9,10.6,53.1,60.6,80.7,91.6,52.7,43.5,84.8,31.1,97.4,0.0,45.6,81.1,49.8,3.5,6.4,25.5,17.8,65.7,49.4,39.4,26.5,18.6,MH,Total,Western Zone
297,Raigarh,721.0,759.0,117.0,82.0,924.0,794.0,75.4,75.6,84.9,92.3,49.8,16.6,60.0,61.2,68.9,92.6,47.2,37.9,64.4,28.3,96.0,0.7,47.6,70.1,63.6,5.8,8.7,29.9,21.8,53.4,53.1,34.9,16.4,18.5,MH,Total,Western Zone
300,Pune,709.0,742.0,131.0,82.3,924.0,927.0,63.5,81.4,87.6,98.5,52.8,23.6,69.8,88.2,84.5,91.2,55.9,49.9,86.1,28.0,93.5,2.0,81.0,60.0,62.0,4.0,8.2,22.4,17.8,53.4,50.0,37.2,14.9,12.6,MH,Total,Western Zone
302,Ahmadnagar,749.0,798.0,110.0,75.4,905.0,843.0,50.8,57.8,80.3,95.1,44.7,38.7,47.5,59.3,63.3,87.4,22.5,15.3,81.2,33.0,94.2,2.7,43.4,77.2,42.7,3.9,3.3,33.4,22.5,47.3,46.1,52.8,28.9,14.4,MH,Total,Western Zone
304,Bid,779.0,823.0,127.0,62.6,933.0,1046.0,39.7,28.0,67.0,92.3,31.0,51.2,65.3,62.0,72.9,88.1,22.3,16.1,78.4,41.1,93.7,5.0,53.9,80.0,56.4,14.1,16.3,37.8,22.9,57.4,36.5,52.1,37.4,34.0,MH,Total,Western Zone
306,Latur,792.0,967.0,151.0,67.8,966.0,920.0,39.7,32.4,77.1,93.1,34.1,36.5,65.5,63.5,74.9,88.0,40.5,33.6,82.3,18.3,89.9,3.9,59.4,61.9,49.5,4.1,7.3,34.7,25.2,53.6,37.5,46.8,14.6,11.8,MH,Total,Western Zone
308,Osmanabad,773.0,769.0,121.0,68.1,961.0,821.0,27.3,31.8,78.2,93.2,37.7,31.1,69.0,55.3,74.8,89.2,37.4,30.9,77.2,15.4,88.2,3.8,62.7,66.8,62.9,3.8,8.9,43.3,21.9,36.7,36.4,49.1,20.4,12.4,MH,Total,Western Zone
311,Solapur,773.0,931.0,137.0,71.9,963.0,816.0,49.3,50.7,76.4,93.5,35.1,34.5,63.4,66.3,73.8,90.7,50.9,40.5,75.4,28.3,86.4,6.5,64.9,63.3,59.6,7.9,6.7,25.4,19.0,51.5,44.3,45.7,13.3,11.6,MH,Total,Western Zone
313,Satara,734.0,740.0,111.0,76.7,1034.0,1018.0,63.8,57.0,85.4,99.3,38.9,22.6,62.3,70.1,68.9,91.2,33.7,24.0,75.3,25.5,96.3,1.6,59.2,62.1,66.5,0.0,1.2,23.3,30.5,55.2,49.4,33.7,13.6,10.5,MH,Total,Western Zone
315,Ratnagiri,749.0,727.0,73.0,77.3,1134.0,984.0,67.8,34.2,85.1,93.7,33.0,8.6,38.3,66.7,72.0,85.7,52.4,33.8,79.8,25.5,97.8,1.3,73.1,73.9,58.1,8.4,9.1,28.3,31.7,50.1,47.3,37.6,15.6,15.7,MH,Total,Western Zone
317,Sindhudurg,698.0,660.0,64.0,81.7,1001.0,824.0,77.6,38.7,91.0,98.4,46.0,8.3,48.4,72.0,78.9,82.2,28.6,23.3,83.8,36.4,99.3,0.7,80.3,86.6,56.5,22.3,20.2,25.9,29.6,39.9,44.4,37.7,27.2,23.9,MH,Total,Western Zone
320,Kolhapur,771.0,827.0,132.0,77.3,978.0,660.0,67.0,64.0,84.3,91.9,44.3,30.9,53.2,60.6,69.1,89.9,46.5,37.3,78.4,20.5,95.4,0.4,46.9,70.4,53.9,2.0,1.7,26.9,23.4,45.2,46.8,39.8,18.8,11.7,MH,Total,Western Zone
322,Sangli,745.0,863.0,122.0,79.8,1005.0,913.0,68.8,63.2,85.6,95.2,47.4,25.4,51.8,67.5,65.5,92.4,39.4,26.3,76.6,26.8,95.9,2.6,43.4,64.7,52.4,8.8,6.8,23.3,21.1,49.6,51.2,38.3,21.2,16.2,MH,Total,Western Zone
324,North District,934.0,1049.0,186.0,79.3,917.0,953.0,89.3,48.8,85.5,88.7,36.6,12.3,50.1,80.9,73.7,97.2,70.4,50.4,84.7,17.1,94.9,2.4,89.9,93.1,60.2,18.2,20.0,24.1,3.6,64.9,44.3,15.8,10.4,34.6,SK,Total,Eastern Zone
326,West District,937.0,1125.0,223.0,77.2,933.0,801.0,93.0,41.4,84.2,88.4,35.4,12.4,64.3,81.2,84.9,97.9,66.8,54.9,73.7,15.3,94.6,1.1,78.4,80.5,73.2,19.1,17.9,42.3,5.8,58.7,36.8,17.4,7.7,30.9,SK,Total,Eastern Zone
328,South District,938.0,1091.0,47.0,80.8,924.0,1096.0,93.4,52.5,86.3,89.5,41.0,13.9,57.3,89.5,84.7,100.0,62.9,49.5,82.7,24.2,98.5,1.5,92.3,86.4,75.4,21.3,22.2,32.8,4.4,61.6,31.9,8.6,8.2,31.8,SK,Total,Eastern Zone
331,East District,1853.0,2028.0,345.0,80.3,957.0,709.0,83.6,70.7,87.9,93.8,43.4,15.9,32.1,69.1,67.4,95.9,42.4,28.4,70.2,7.2,93.3,3.2,79.2,83.9,61.3,26.0,26.0,24.0,7.9,49.7,34.4,12.5,5.4,32.5,SK,Total,Eastern Zone
334,Saharanpur,1323.99,1771.48,243.81,65.3,953.79,906.44,51.01,37.64,65.66,82.04,33.64,7.65,43.06,75.19,41.71,94.21,14.61,8.74,68.99,59.77,62.27,4.68,62.58,40.61,22.29,7.0,6.42,36.9,27.86,75.5,61.32,12.85,4.31,4.94,UP,Total,Central Zone
337,Muzaffarnagar,1455.86,1969.75,240.24,63.05,982.54,804.38,54.45,39.16,64.43,83.94,30.39,8.37,44.75,59.69,37.01,87.0,16.97,9.4,71.32,45.9,65.76,4.86,63.74,17.02,17.34,10.78,8.18,40.81,21.18,78.73,64.55,15.0,3.15,13.81,UP,Total,Central Zone
340,Bijnor,1377.16,1901.93,248.74,64.34,1024.83,800.27,60.37,33.61,66.46,87.05,32.51,6.75,37.51,63.02,24.87,92.73,14.13,7.15,60.36,36.63,73.07,1.93,70.05,41.25,14.68,2.78,3.5,42.59,24.7,72.35,58.18,14.96,3.49,5.36,UP,Total,Central Zone
343,Moradabad,1793.58,2418.77,341.17,57.21,972.55,907.74,51.59,44.53,50.44,74.17,25.51,9.29,40.58,62.71,44.8,83.69,6.4,4.71,67.16,57.2,61.38,5.22,49.85,30.92,17.28,9.78,8.58,45.11,28.36,74.79,61.97,9.97,3.02,4.68,UP,Total,Central Zone
346,Rampur,868.46,1204.11,165.51,53.65,985.61,808.74,52.57,31.72,45.83,66.69,20.03,9.9,36.58,52.91,59.42,90.8,4.81,3.94,65.41,52.31,61.94,3.89,68.26,41.91,25.41,8.32,6.74,45.99,27.95,76.95,58.7,7.48,2.32,5.61,UP,Total,Central Zone
349,Jyotiba Phule Nagar,727.39,971.82,143.35,59.63,1004.05,945.41,48.78,31.6,57.3,84.62,29.34,11.94,43.81,55.51,33.1,91.36,8.6,4.23,56.68,30.57,67.2,3.87,74.17,46.61,29.27,2.5,5.25,44.67,29.95,75.25,67.02,19.43,5.26,5.1,UP,Total,Central Zone
352,Meerut,1985.95,2648.64,321.7,68.17,929.95,857.83,67.1,64.13,70.37,87.85,37.38,8.88,43.82,64.4,47.09,87.82,16.51,12.03,63.99,38.66,65.23,5.69,62.78,25.89,14.31,8.29,8.5,35.31,18.82,71.87,59.88,12.99,4.37,11.69,UP,Total,Central Zone
355,Baghpat,516.64,706.41,91.74,66.13,898.63,762.52,64.73,42.66,70.21,91.53,41.33,14.31,41.02,64.8,50.67,90.3,25.48,16.72,74.37,55.97,76.15,3.16,69.83,40.8,30.89,2.99,2.68,35.77,20.75,78.76,64.42,13.55,4.17,9.23,UP,Total,Central Zone
358,Ghaziabad,2204.28,2661.93,461.55,74.08,898.97,907.25,64.81,78.48,74.57,91.48,43.83,18.32,50.65,62.03,39.71,90.42,17.57,11.92,61.1,41.3,68.33,3.43,61.13,34.9,19.31,2.96,2.61,34.71,17.06,62.6,56.55,14.89,5.48,5.68,UP,Total,Central Zone
361,Gautum Buddha Nagar,862.74,982.93,138.17,75.28,843.56,844.66,54.52,76.33,74.09,92.62,44.49,20.97,48.38,69.06,51.24,91.43,20.38,13.56,72.63,33.71,70.87,3.32,65.46,29.45,16.25,7.62,7.71,32.22,14.15,68.3,57.61,17.59,4.73,9.32,UP,Total,Central Zone
364,Bulandshahr,1309.87,1804.66,247.24,60.38,1001.63,885.56,47.66,31.82,58.87,79.64,28.18,18.73,41.5,60.88,23.09,92.27,9.1,4.57,59.28,22.85,68.81,4.43,57.27,44.04,23.26,5.63,6.11,43.18,21.56,65.84,56.17,14.47,2.77,3.48,UP,Total,Central Zone
367,Aligarh,1399.17,1833.54,282.58,63.78,932.2,880.16,38.37,39.6,58.94,79.33,29.74,23.2,37.6,50.95,28.02,86.32,11.61,6.81,66.01,39.81,65.35,9.97,67.87,20.9,25.41,4.98,4.58,49.14,22.66,66.78,56.12,14.19,3.88,10.48,UP,Total,Central Zone
370,Mahamaya Nagar,556.35,690.46,86.82,68.22,921.43,950.56,30.54,30.2,65.95,87.79,36.55,29.47,35.19,50.17,24.41,87.76,13.25,6.87,63.95,33.2,72.07,8.07,61.23,23.56,15.26,11.6,11.71,44.24,22.56,48.89,39.18,11.23,4.37,4.72,UP,Total,Central Zone
373,Mathura,1017.03,1355.1,216.56,63.27,902.93,875.71,42.96,32.71,61.2,90.37,32.51,25.35,43.77,57.97,27.5,82.33,6.44,2.57,65.77,24.33,70.6,6.52,51.48,30.8,24.88,7.7,6.37,40.77,18.12,56.53,45.07,16.38,3.26,4.16,UP,Total,Central Zone
376,Agra,1609.86,2157.88,320.03,67.37,940.92,991.0,42.77,46.69,63.02,86.31,36.59,21.25,41.83,61.37,37.17,89.3,13.52,9.54,65.49,32.03,78.68,1.58,60.92,34.15,18.6,3.2,3.97,44.67,19.32,51.7,43.09,16.3,4.74,7.66,UP,Total,Central Zone
379,Firozabad,909.69,1209.74,177.56,67.32,960.74,849.51,33.6,36.32,64.42,79.01,32.34,22.22,29.73,42.96,24.74,83.56,7.55,3.76,47.82,27.31,67.04,3.17,58.82,36.47,21.37,2.23,2.8,43.98,21.83,47.2,34.1,9.4,3.91,5.01,UP,Total,Central Zone
382,Mainpuri,684.99,866.35,133.3,72.57,983.26,854.62,27.33,24.35,73.07,87.7,38.8,18.43,25.57,40.25,13.73,81.41,7.04,1.49,37.28,16.23,59.55,4.14,55.71,35.45,30.26,2.58,3.14,46.5,21.37,41.65,26.96,9.66,2.83,5.04,UP,Total,Central Zone
385,Budaun,1368.98,1681.92,245.03,51.35,981.44,945.64,30.62,22.26,40.77,73.81,17.01,35.66,17.16,40.0,12.61,81.32,12.3,5.61,49.62,41.98,58.92,2.75,51.48,32.52,22.15,4.13,3.97,55.1,30.9,58.34,47.83,7.0,2.78,4.72,UP,Total,Central Zone
388,Bareilly,1779.97,2339.67,297.8,55.06,979.2,1071.42,54.34,44.07,48.49,74.09,23.37,12.88,39.76,60.48,45.53,84.79,9.41,8.11,67.99,48.19,59.73,3.12,48.66,17.01,16.67,5.3,5.07,45.62,25.4,74.32,53.89,12.0,3.59,9.18,UP,Total,Central Zone
391,Pilibhit,783.67,963.18,155.25,57.89,937.25,955.23,36.97,27.55,53.42,75.62,22.7,14.86,40.35,57.39,42.23,91.17,17.23,11.11,66.82,44.77,63.58,5.36,71.01,22.58,22.51,4.78,4.15,51.46,29.16,77.47,57.06,13.66,3.2,12.52,UP,Total,Central Zone
394,Shahjahanpur,1208.92,1388.89,199.6,59.95,952.0,980.89,33.38,26.02,51.38,70.61,23.4,30.2,27.44,52.96,21.56,82.79,12.07,3.93,51.67,41.16,52.17,2.23,65.29,29.72,15.77,8.45,7.23,49.25,29.95,76.93,60.82,8.08,2.57,2.28,UP,Total,Central Zone
397,Kheri,1638.6,1929.65,266.66,55.65,934.8,840.31,22.51,16.44,44.6,78.64,15.11,33.87,24.44,35.8,13.51,83.51,14.21,1.54,45.98,7.69,52.88,6.05,53.07,39.4,25.31,7.55,7.9,53.85,35.69,49.78,43.13,5.72,1.89,2.2,UP,Total,Central Zone
400,Sitapur,1815.22,2019.66,274.49,59.82,911.82,719.64,16.65,18.97,50.6,72.55,21.58,32.84,30.96,22.72,10.17,78.94,5.13,1.07,55.48,22.46,67.75,4.94,44.8,43.92,34.78,1.71,2.34,56.43,35.75,52.59,38.81,22.62,8.95,2.67,UP,Total,Central Zone
403,Hardoi,1690.91,1917.73,238.77,60.8,944.87,802.59,28.25,23.15,54.16,73.29,24.46,22.3,19.71,21.84,10.27,79.64,13.1,0.93,32.95,4.9,65.4,4.64,39.14,59.93,25.76,0.0,0.9,50.5,30.58,44.55,33.82,7.03,4.64,6.35,UP,Total,Central Zone
406,Unnao,1258.15,1548.54,224.48,64.39,1010.8,914.81,28.31,22.93,61.19,72.45,28.51,11.45,27.07,24.81,11.76,86.11,5.07,0.99,53.94,18.56,68.84,2.1,57.39,44.07,30.24,3.97,4.29,46.47,26.5,43.62,36.01,17.92,6.03,2.69,UP,Total,Central Zone
409,Lucknow,1878.0,2193.95,311.06,77.7,918.78,870.31,66.86,76.14,79.37,87.16,56.3,9.63,39.13,76.17,51.55,92.02,18.86,12.98,57.48,20.06,88.08,1.43,58.82,36.24,22.33,3.73,3.9,37.48,14.74,72.01,58.35,9.74,3.14,3.6,UP,Total,Central Zone
