,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
140,Puruliya,815.0,1012.0,133.0,low,medium,medium,high,low,low,medium,medium,low,medium,medium,high,medium,high,low,high,high,medium,medium,medium,medium,high,high,high,low,low,low,WB,Total,Eastern Zone
141,Haora,396.0,461.0,61.0,high,medium,medium,high,medium,medium,high,high,medium,low,medium,high,medium,high,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,low,low,WB,Urban,Eastern Zone
142,Haora,397.0,469.0,65.0,high,medium,low,high,medium,low,high,high,low,medium,high,high,medium,high,low,high,high,low,medium,low,medium,medium,medium,high,low,low,low,WB,Rural,Eastern Zone
143,Haora,793.0,930.0,126.0,high,medium,medium,high,medium,medium,high,high,medium,medium,medium,high,medium,high,low,high,high,medium,medium,medium,medium,low,medium,medium,low,low,low,WB,Total,Eastern Zone
144,Kolkata,749.0,803.0,95.0,high,low,medium,high,medium,high,high,high,medium,low,high,high,medium,high,low,medium,medium,medium,low,low,low,low,high,medium,low,low,low,WB,Urban,Eastern Zone
145,Kolkata,749.0,803.0,95.0,high,low,medium,high,medium,high,high,high,medium,low,high,high,medium,high,low,medium,medium,medium,low,low,low,low,high,medium,low,low,low,WB,Total,Eastern Zone
146,South Twenty Four Parganas,589.0,694.0,83.0,medium,medium,medium,high,medium,low,medium,medium,low,high,high,high,low,medium,medium,high,high,medium,medium,medium,low,medium,high,high,low,low,low,WB,Rural,Eastern Zone
147,South Twenty Four Parganas,792.0,930.0,106.0,medium,medium,medium,high,medium,low,high,medium,low,high,high,high,low,medium,low,high,high,medium,medium,medium,low,low,medium,high,low,low,low,WB,Total,Eastern Zone
148,Paschim Medinipur,703.0,898.0,94.0,medium,medium,low,high,medium,low,medium,high,low,high,high,high,low,high,low,high,high,medium,high,high,medium,medium,medium,high,low,low,low,WB,Rural,Eastern Zone
149,Paschim Medinipur,805.0,1013.0,114.0,medium,medium,low,high,medium,low,medium,high,low,high,high,high,low,high,low,high,high,medium,high,high,low,medium,medium,high,low,low,low,WB,Total,Eastern Zone
150,Purba Medinipur,716.0,826.0,113.0,high,medium,medium,high,medium,low,high,high,low,medium,high,high,medium,high,medium,high,high,low,medium,medium,medium,medium,medium,high,low,low,low,WB,Rural,Eastern Zone
151,Purba Medinipur,800.0,925.0,140.0,high,medium,medium,high,medium,low,high,high,low,medium,high,high,medium,high,medium,high,high,low,medium,medium,low,low,medium,high,low,low,low,WB,Total,Eastern Zone
154,Thiruvallur,817.0,911.0,188.0,high,medium,low,high,medium,high,high,high,medium,low,high,high,high,high,low,high,medium,medium,low,medium,medium,low,medium,medium,medium,low,low,TN,Total,Southern Zone
155,Chennai,819.0,928.0,126.0,high,medium,high,high,high,high,high,high,high,low,high,high,high,high,low,high,medium,medium,medium,low,medium,low,medium,medium,low,low,low,TN,Urban,Southern Zone
156,Chennai,819.0,928.0,126.0,high,medium,high,high,high,high,high,high,high,low,high,high,high,high,low,high,medium,medium,medium,low,medium,low,medium,medium,low,low,low,TN,Total,Southern Zone
159,Kancheepuram,825.0,958.0,175.0,high,medium,medium,high,high,high,high,high,high,low,high,high,high,high,low,medium,high,medium,medium,medium,low,low,medium,medium,medium,low,low,TN,Total,Southern Zone
160,Vellore,412.0,508.0,105.0,high,medium,low,high,high,high,high,high,medium,low,high,high,high,high,low,high,high,high,high,high,medium,low,medium,high,low,low,low,TN,Urban,Southern Zone
161,Vellore,411.0,446.0,73.0,medium,medium,high,high,medium,high,high,high,medium,low,high,high,high,high,low,high,high,high,low,high,low,low,medium,medium,low,low,low,TN,Rural,Southern Zone
162,Vellore,823.0,954.0,178.0,medium,medium,medium,high,medium,high,high,high,medium,low,high,high,high,high,low,high,high,high,medium,high,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
163,Tiruvannamalai,647.0,728.0,114.0,medium,medium,low,high,low,medium,medium,high,medium,low,medium,high,medium,high,low,medium,high,medium,medium,medium,low,low,medium,high,medium,medium,medium,TN,Rural,Southern Zone
164,Tiruvannamalai,819.0,916.0,151.0,medium,medium,low,high,low,medium,medium,high,medium,low,medium,high,medium,high,low,medium,high,medium,medium,medium,low,low,medium,high,medium,medium,medium,TN,Total,Southern Zone
165,Viluppuram,704.0,821.0,133.0,medium,medium,low,high,low,medium,medium,medium,medium,low,medium,high,high,high,low,high,high,medium,medium,high,medium,medium,medium,high,medium,medium,low,TN,Rural,Southern Zone
166,Viluppuram,836.0,992.0,162.0,medium,medium,low,high,low,medium,medium,medium,medium,low,medium,high,high,high,low,high,high,medium,medium,high,medium,low,medium,high,medium,medium,low,TN,Total,Southern Zone
167,Salem,411.0,487.0,92.0,high,medium,medium,high,medium,high,high,medium,medium,low,medium,high,high,high,low,high,medium,medium,medium,medium,low,low,medium,medium,medium,medium,low,TN,Urban,Southern Zone
168,Salem,418.0,501.0,81.0,medium,medium,low,high,low,high,medium,high,medium,medium,medium,high,high,high,low,high,high,low,low,high,low,low,medium,medium,medium,medium,low,TN,Rural,Southern Zone
169,Salem,829.0,988.0,173.0,medium,medium,low,high,medium,high,high,high,medium,low,medium,high,high,high,low,high,high,medium,high,high,low,low,medium,medium,medium,medium,low,TN,Total,Southern Zone
172,Namakkal,826.0,901.0,169.0,medium,medium,low,high,medium,high,high,high,medium,low,high,high,high,high,low,medium,medium,medium,medium,high,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
173,Erode,418.0,500.0,85.0,high,medium,medium,high,high,high,high,high,medium,low,high,high,high,high,low,high,medium,high,low,high,low,low,medium,medium,low,low,low,TN,Urban,Southern Zone
175,Erode,835.0,1003.0,163.0,medium,medium,medium,high,medium,high,medium,high,medium,low,high,high,high,high,low,high,medium,high,medium,medium,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
176,The Nilgiris,415.0,492.0,97.0,high,medium,medium,high,medium,high,high,high,high,low,medium,high,medium,high,low,high,high,medium,high,high,medium,low,medium,medium,medium,medium,medium,TN,Urban,Southern Zone
178,The Nilgiris,829.0,973.0,185.0,high,medium,medium,high,medium,high,high,high,high,low,high,high,medium,high,low,high,high,medium,high,high,medium,low,medium,medium,low,medium,medium,TN,Total,Southern Zone
179,Dindigul,416.0,474.0,81.0,high,medium,low,high,medium,high,high,high,medium,low,high,high,high,high,low,high,medium,high,low,high,low,low,medium,medium,low,low,low,TN,Urban,Southern Zone
180,Dindigul,417.0,521.0,92.0,medium,medium,medium,high,low,medium,medium,high,medium,low,high,high,high,high,low,high,medium,high,high,high,medium,low,medium,medium,low,low,low,TN,Rural,Southern Zone
181,Dindigul,833.0,995.0,173.0,medium,medium,medium,high,medium,medium,high,high,medium,low,high,high,high,high,low,high,medium,high,high,high,medium,low,medium,medium,low,low,low,TN,Total,Southern Zone
183,Karur,408.0,490.0,71.0,medium,medium,medium,high,low,high,high,medium,medium,medium,high,high,high,high,low,high,high,medium,medium,medium,low,low,medium,medium,medium,medium,low,TN,Rural,Southern Zone
184,Karur,810.0,973.0,158.0,medium,medium,medium,high,medium,high,high,high,medium,low,high,high,high,high,low,high,high,medium,high,high,low,low,medium,medium,medium,medium,low,TN,Total,Southern Zone
186,Tiruchirappalli,402.0,401.0,72.0,medium,medium,medium,high,low,medium,high,high,medium,low,medium,high,high,high,low,medium,high,medium,low,high,medium,medium,medium,high,low,low,low,TN,Rural,Southern Zone
187,Tiruchirappalli,785.0,785.0,142.0,high,medium,medium,high,medium,high,high,high,medium,low,medium,high,high,high,low,high,high,medium,medium,medium,low,low,medium,high,low,low,low,TN,Total,Southern Zone
188,Perambalur,667.0,740.0,99.0,medium,medium,low,high,low,medium,medium,high,medium,low,medium,high,high,high,low,medium,medium,low,high,high,low,low,medium,high,medium,medium,low,TN,Rural,Southern Zone
189,Perambalur,821.0,912.0,140.0,medium,high,low,high,medium,medium,high,high,medium,low,medium,high,medium,high,low,high,high,low,high,high,low,low,medium,high,medium,medium,low,TN,Total,Southern Zone
190,Ariyalur,728.0,709.0,107.0,medium,medium,low,high,low,medium,medium,high,medium,low,medium,high,medium,high,low,medium,high,medium,medium,high,medium,low,medium,high,medium,low,medium,TN,Rural,Southern Zone
191,Ariyalur,814.0,806.0,133.0,medium,medium,low,high,low,medium,medium,high,medium,low,medium,high,medium,high,low,medium,high,medium,medium,high,medium,low,medium,medium,medium,low,medium,TN,Total,Southern Zone
194,Cuddalore,816.0,961.0,165.0,high,medium,low,high,medium,medium,high,high,medium,low,high,high,high,high,low,medium,medium,medium,medium,medium,low,low,medium,high,low,low,low,TN,Total,Southern Zone
195,Nagapattinam,625.0,735.0,116.0,medium,medium,medium,high,low,medium,high,high,medium,low,high,high,medium,high,low,medium,medium,medium,low,medium,low,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
196,Nagapattinam,818.0,935.0,137.0,high,medium,low,high,medium,medium,high,high,medium,low,high,high,medium,high,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,low,low,TN,Total,Southern Zone
197,Thiruvarur,648.0,699.0,99.0,high,medium,medium,high,medium,low,high,high,medium,low,high,high,high,high,low,high,high,medium,high,high,low,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
198,Thiruvarur,814.0,887.0,132.0,high,medium,medium,high,medium,medium,high,high,medium,low,high,high,high,high,low,high,high,medium,high,high,low,medium,medium,medium,medium,medium,low,TN,Total,Southern Zone
200,Thanjavur,397.0,442.0,70.0,medium,medium,low,high,low,low,high,high,medium,low,medium,high,high,high,low,high,high,medium,high,high,low,low,medium,high,medium,low,low,TN,Rural,Southern Zone
201,Thanjavur,799.0,868.0,144.0,high,medium,low,high,medium,medium,high,high,medium,low,medium,high,high,high,low,high,high,medium,medium,high,low,low,medium,medium,medium,low,low,TN,Total,Southern Zone
202,Pudukkottai,664.0,726.0,92.0,medium,medium,medium,high,low,low,high,high,medium,low,medium,high,medium,high,low,medium,medium,medium,medium,high,low,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
203,Pudukkottai,813.0,912.0,126.0,medium,medium,medium,high,low,medium,high,high,medium,low,medium,high,high,high,low,medium,high,low,medium,high,low,medium,medium,medium,medium,medium,low,TN,Total,Southern Zone
206,Sivaganga,823.0,876.0,114.0,high,high,medium,high,medium,medium,high,high,medium,low,medium,high,high,high,low,high,medium,medium,medium,high,low,medium,medium,medium,medium,low,low,TN,Total,Southern Zone
209,Madurai,786.0,796.0,131.0,high,medium,low,high,medium,high,high,high,medium,low,medium,high,high,high,low,medium,medium,medium,high,high,low,low,medium,medium,medium,low,low,TN,Total,Southern Zone
212,Theni,808.0,792.0,126.0,medium,medium,medium,high,medium,high,high,high,medium,medium,medium,high,medium,high,low,medium,high,medium,low,medium,low,low,medium,medium,medium,low,medium,TN,Total,Southern Zone
215,Virudhunagar,793.0,738.0,110.0,medium,medium,medium,high,medium,high,medium,high,medium,low,low,medium,medium,high,low,medium,high,medium,medium,medium,low,low,medium,medium,medium,low,medium,TN,Total,Southern Zone
217,Ramanathapuram,383.0,393.0,42.0,medium,medium,low,high,low,medium,high,high,medium,low,low,medium,medium,high,low,medium,medium,medium,high,high,low,medium,medium,medium,medium,low,low,TN,Rural,Southern Zone
218,Ramanathapuram,735.0,777.0,99.0,medium,medium,low,medium,medium,medium,high,high,medium,low,low,medium,medium,high,low,medium,medium,medium,high,high,low,low,medium,medium,medium,low,low,TN,Total,Southern Zone
221,Thoothukkudi,799.0,761.0,125.0,high,high,medium,high,medium,high,high,high,medium,low,medium,medium,medium,high,low,medium,medium,medium,medium,high,low,low,medium,high,low,low,low,TN,Total,Southern Zone
223,Tirunelveli,386.0,350.0,48.0,medium,medium,medium,high,medium,medium,medium,high,medium,low,medium,high,medium,high,low,medium,medium,medium,low,high,medium,low,medium,high,medium,low,low,TN,Rural,Southern Zone
224,Tirunelveli,773.0,709.0,110.0,medium,medium,medium,high,medium,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,medium,low,medium,medium,low,medium,high,medium,low,low,TN,Total,Southern Zone
225,Kanniyakumari,662.0,682.0,99.0,high,medium,medium,high,high,medium,high,high,high,low,medium,high,high,high,low,medium,medium,medium,high,high,low,low,medium,medium,low,low,low,TN,Urban,Southern Zone
226,Kanniyakumari,813.0,836.0,135.0,high,medium,medium,high,high,medium,high,high,high,low,medium,high,high,high,low,medium,medium,medium,high,high,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
227,Dharmapuri,673.0,760.0,137.0,medium,medium,low,high,low,high,medium,high,medium,medium,medium,high,medium,high,low,medium,high,medium,low,medium,low,low,medium,high,medium,medium,medium,TN,Rural,Southern Zone
228,Dharmapuri,825.0,965.0,172.0,medium,medium,medium,high,medium,high,high,high,medium,medium,high,high,medium,high,low,medium,high,medium,low,medium,low,low,medium,high,medium,medium,medium,TN,Total,Southern Zone
229,Krishnagiri,633.0,847.0,149.0,medium,medium,low,high,low,medium,medium,medium,medium,medium,high,high,high,high,low,high,medium,medium,medium,medium,low,medium,medium,medium,low,low,low,TN,Rural,Southern Zone
230,Krishnagiri,830.0,1120.0,200.0,medium,medium,low,high,medium,medium,medium,high,medium,low,high,high,high,high,low,high,medium,medium,low,medium,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
231,Coimbatore,637.0,746.0,141.0,high,medium,low,high,medium,high,high,high,medium,low,high,high,high,high,low,high,medium,medium,medium,high,low,low,medium,medium,low,low,low,TN,Urban,Southern Zone
232,Coimbatore,834.0,1009.0,183.0,high,medium,low,high,medium,high,high,high,medium,low,high,high,high,high,low,high,medium,medium,medium,high,low,low,medium,medium,low,low,low,TN,Total,Southern Zone
233,Tiruppur,416.0,447.0,86.0,high,medium,medium,high,medium,high,high,high,medium,low,high,high,high,high,low,high,high,medium,medium,high,low,low,medium,high,low,low,low,TN,Urban,Southern Zone
234,Tiruppur,417.0,436.0,84.0,medium,medium,medium,high,medium,high,medium,high,medium,low,high,high,high,high,low,high,high,medium,low,medium,low,low,medium,medium,low,low,low,TN,Rural,Southern Zone
235,Tiruppur,833.0,883.0,170.0,medium,medium,medium,high,medium,high,high,high,medium,low,high,high,high,high,low,high,high,medium,medium,high,low,low,medium,high,low,low,low,TN,Total,Southern Zone
236,West Garo Hills,829.0,1034.0,129.0,medium,medium,medium,low,medium,low,high,medium,medium,low,medium,medium,low,medium,low,medium,medium,high,medium,medium,medium,low,medium,high,low,low,low,ML,Rural,North Eastern Zone
237,West Garo Hills,939.0,1195.0,156.0,high,medium,medium,low,medium,low,high,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium,medium,medium,medium,low,medium,high,low,low,low,ML,Total,North Eastern Zone
238,East Garo Hills,792.0,1058.0,114.0,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low,medium,low,low,medium,medium,medium,medium,medium,low,high,high,low,low,low,ML,Rural,North Eastern Zone
239,East Garo Hills,918.0,1235.0,136.0,high,medium,medium,low,medium,low,medium,medium,low,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,high,high,low,low,low,ML,Total,North Eastern Zone
240,South Garo Hills,850.0,1214.0,148.0,high,medium,medium,medium,high,low,high,high,medium,low,low,medium,medium,high,low,high,high,low,high,high,low,low,high,medium,low,low,low,ML,Rural,North Eastern Zone
241,South Garo Hills,935.0,1295.0,164.0,high,medium,medium,medium,high,low,high,high,medium,low,low,medium,medium,high,low,high,high,medium,high,high,low,low,high,medium,low,low,low,ML,Total,North Eastern Zone
242,West Khasi Hills,818.0,936.0,111.0,high,low,medium,medium,high,low,high,high,low,low,low,medium,medium,low,low,high,medium,medium,high,medium,high,low,medium,medium,low,low,low,ML,Rural,North Eastern Zone
243,West Khasi Hills,921.0,1051.0,135.0,high,medium,medium,medium,high,low,high,high,low,low,low,medium,medium,medium,low,high,medium,medium,high,medium,high,low,low,medium,medium,low,low,ML,Total,North Eastern Zone
244,Ribhoi,795.0,981.0,129.0,high,medium,medium,medium,medium,low,high,medium,low,medium,low,medium,medium,medium,low,medium,medium,high,high,medium,high,low,medium,high,low,low,low,ML,Rural,North Eastern Zone
245,Ribhoi,903.0,1119.0,147.0,high,medium,medium,medium,medium,low,high,medium,low,medium,low,medium,medium,medium,low,medium,medium,high,high,medium,high,low,medium,high,low,low,low,ML,Total,North Eastern Zone
