,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
812,Udaipur,1368.56,1506.37,176.68,0.4608,1.0768,1.00523,0.17,0.08199999999999999,0.4157,0.8187000000000001,0.1359,0.43479999999999996,0.3454,0.4081,0.16010000000000002,0.7056999999999999,0.009399999999999999,0.3716,0.306,0.221,0.0341,0.0398,0.4953,0.42119999999999996,0.8051,0.743,0.10289999999999999,0.0218,0.038,RJ,Rural,Northern Zone
814,Pratapgarh,453.58,510.91,70.23,0.4642,0.97726,0.8215499999999999,0.10980000000000001,0.0876,0.4268,0.7016,0.138,0.4219,0.5393,0.2961,0.3014,0.8926999999999999,0.013600000000000001,0.6677,0.5307,0.303,0.0091,0.008100000000000001,0.4696,0.3624,0.7693000000000001,0.6509999999999999,0.0933,0.022099999999999998,0.09789999999999999,RJ,Rural,Northern Zone
816,Mon,824.4904303599379,964.1878577013293,139.85737294761526,0.6459999999999999,0.909,0.8039999999999999,0.8109999999999999,0.023,0.599,0.603,0.083,0.166,0.094,0.027000000000000003,0.008,0.064,0.039,0.18100000000000002,0.13,0.687,0.179,0.177,0.365,0.151,0.379,0.379,0.040999999999999995,0.0,0.059000000000000004,NL,Rural,North Eastern Zone
818,Mokokchung,824.4904303599379,964.1878577013293,139.85737294761526,0.873,0.906,1.001,0.935,0.213,0.9490000000000001,0.924,0.406,0.048,0.271,0.24600000000000002,0.055,0.364,0.41,0.511,0.593,0.461,0.09459317647058811,0.17600000000000002,0.193,0.14400000000000002,0.142,0.222,0.17600000000000002,0.025,0.18,NL,Rural,North Eastern Zone
820,Zunheboto,824.4904303599379,964.1878577013293,139.85737294761526,0.8340000000000001,0.901,0.759,0.833,0.077,0.831,0.884,0.223,0.086,0.26899999999999996,0.047,0.0,0.20600000000000002,0.025,0.22699999999999998,0.19399999999999998,0.63,0.134,0.133,0.295,0.094,0.293,0.273,0.128,0.027000000000000003,0.08,NL,Rural,North Eastern Zone
822,Wokha,824.4904303599379,964.1878577013293,139.85737294761526,0.767,0.9789999999999999,0.9269999999999999,0.736,0.17800000000000002,0.8220000000000001,0.9079999999999999,0.265,0.221,0.22399999999999998,0.095,0.040999999999999995,0.249,0.203,0.17600000000000002,0.195,0.6859999999999999,0.342,0.341,0.247,0.124,0.355,0.37,0.21899999999999997,0.036000000000000004,0.191,NL,Rural,North Eastern Zone
824,Dimapur,824.4904303599379,964.1878577013293,139.85737294761526,0.863,1.028,1.027,0.61,0.8079999999999999,0.8390000000000001,0.924,0.466,0.159,0.228,0.295,0.096,0.628,0.048,0.336,0.379,0.48100000000000004,0.165,0.221,0.198,0.141,0.105,0.237,0.138,0.023,0.141,NL,Urban,North Eastern Zone
825,Dimapur,824.4904303599379,964.1878577013293,139.85737294761526,0.8029999999999999,1.037,1.08,0.7090000000000001,0.478,0.78,0.8370000000000001,0.332,0.22899999999999998,0.187,0.23199999999999998,0.057,0.49200000000000005,0.065,0.337,0.34,0.43799999999999994,0.162,0.21100000000000002,0.22,0.126,0.203,0.271,0.13,0.021,0.11599999999999999,NL,Rural,North Eastern Zone
827,Phek,824.4904303599379,964.1878577013293,139.85737294761526,0.726,0.9480000000000001,0.9949999999999999,0.8320000000000001,0.045,0.723,0.8440000000000001,0.185,0.091,0.20600000000000002,0.043,0.01,0.16899999999999998,0.065,0.27,0.14,0.488,0.131,0.132,0.28,0.077,0.083,0.09300000000000001,0.09,0.006,0.07,NL,Rural,North Eastern Zone
829,Tuensang,824.4904303599379,964.1878577013293,139.85737294761526,0.7340000000000001,0.9269999999999999,0.998,0.732,0.03,0.7170000000000001,0.7559999999999999,0.153,0.139,0.166,0.021,0.025,0.163,0.092,0.47600000000000003,0.23600000000000002,0.5489999999999999,0.11,0.095,0.36200000000000004,0.127,0.182,0.28600000000000003,0.122,0.016,0.09699999999999999,NL,Rural,North Eastern Zone
831,Longleng,824.4904303599379,964.1878577013293,139.85737294761526,0.779,0.8119999999999999,0.773,0.7509999999999999,0.018000000000000002,0.7390000000000001,0.828,0.138,0.247,0.18600000000000003,0.012,0.004,0.07400000000000001,0.09300000000000001,0.109,0.125,0.677,0.133,0.11699999999999999,0.289,0.146,0.131,0.196,0.073,0.004,0.02,NL,Rural,North Eastern Zone
833,Kiphire,824.4904303599379,964.1878577013293,139.85737294761526,0.722,0.951,0.9640000000000001,0.8590000000000001,0.049,0.691,0.807,0.138,0.16899999999999998,0.226,0.017,0.009000000000000001,0.214,0.045,0.33899999999999997,0.165,0.41200000000000003,0.21,0.23,0.486,0.113,0.18600000000000003,0.22,0.106,0.017,0.10300000000000001,NL,Rural,North Eastern Zone
835,Kohima,824.4904303599379,964.1878577013293,139.85737294761526,0.919,0.9970000000000001,1.139,0.659,0.8440000000000001,0.927,0.9,0.624,0.017,0.27899999999999997,0.397,0.095,0.588,0.109,0.637,0.44,0.45399999999999996,0.374,0.379,0.207,0.105,0.276,0.18600000000000003,0.23,0.03,0.28300000000000003,NL,Urban,North Eastern Zone
836,Kohima,824.4904303599379,964.1878577013293,139.85737294761526,0.782,1.003,1.135,0.735,0.14400000000000002,0.8370000000000001,0.86,0.253,0.040999999999999995,0.22,0.2,0.075,0.512,0.07200000000000001,0.569,0.312,0.546,0.245,0.231,0.287,0.10800000000000001,0.29100000000000004,0.214,0.215,0.016,0.157,NL,Rural,North Eastern Zone
838,Peren,824.4904303599379,964.1878577013293,139.85737294761526,0.7559999999999999,0.96,0.9369999999999999,0.735,0.113,0.721,0.855,0.172,0.301,0.263,0.131,0.08900000000000001,0.366,0.155,0.523,0.29600000000000004,0.43700000000000006,0.136,0.145,0.3,0.075,0.152,0.195,0.23600000000000002,0.02,0.08800000000000001,NL,Rural,North Eastern Zone
841,Kupwara,672.15,914.9,199.97,0.6349,0.9938600000000001,0.91516,0.3332,0.39659999999999995,0.6284000000000001,0.8676,0.243,0.1009,0.3407,0.8706999999999999,0.1923,0.8998999999999999,0.0121,0.7670999999999999,0.6788,0.40259999999999996,0.1894,0.2198,0.3012,0.1689,0.6265999999999999,0.5984,0.29719999999999996,0.114,0.308,JK,Rural,Northern Zone
844,Badgam,639.16,959.88,194.45,0.5432,0.9892999999999998,1.0326199999999999,0.4493,0.5472,0.5590999999999999,0.7752,0.2516,0.0335,0.6183,0.9523999999999999,0.1578,0.9638,0.018799999999999997,0.8573999999999999,0.6887000000000001,0.6436,0.12119999999999999,0.12240000000000001,0.23010000000000003,0.1217,0.5539999999999999,0.5246,0.41960000000000003,0.19510000000000002,0.5297,JK,Rural,Northern Zone
846,Leh(Ladakh),63.82,64.21,13.75,0.7097,0.9989700000000001,0.8341200000000001,0.2623,0.9851000000000001,0.7857999999999999,0.8223999999999999,0.5761,0.060899999999999996,0.6605,0.9628,0.2007,0.9898,0.0102,0.8898999999999999,0.8117,0.743,0.1789,0.18420000000000003,0.20809999999999998,0.052300000000000006,0.5041,0.3795,0.5498,0.3012,0.7026,JK,Urban,Northern Zone
847,Leh(Ladakh),110.93,116.78,18.47,0.5531,1.05426,0.8259000000000001,0.11199999999999999,0.8151999999999999,0.6740999999999999,0.8858,0.4052,0.046900000000000004,0.7198,0.8876999999999999,0.36840000000000006,0.9565,0.0,0.7670999999999999,0.598,0.6141,0.2923,0.3243,0.2046,0.051,0.39049999999999996,0.3115,0.4393,0.0861,0.353,JK,Rural,Northern Zone
850,Kargil,115.16,153.75,29.02,0.6125,1.00367,0.7600100000000001,0.0882,0.3178,0.6323,0.8713,0.3728,0.057300000000000004,0.6006,0.861,0.2945,0.8576999999999999,0.028300000000000002,0.8018000000000001,0.7045999999999999,0.516,0.21760000000000002,0.2412,0.4213,0.15539999999999998,0.4717,0.3173,0.23579999999999998,0.0638,0.2879,JK,Rural,Northern Zone
853,Punch,698.2,1161.39,221.19,0.6629999999999999,0.97127,0.8402100000000001,0.5344,0.1979,0.6468,0.9033,0.3332,0.1797,0.43,0.7415,0.3956,0.7981,0.0223,0.8319,0.8,0.4765,0.2658,0.3056,0.2808,0.14859999999999998,0.4255,0.27699999999999997,0.3982,0.1396,0.2912,JK,Rural,Northern Zone
856,Rajouri,972.85,1354.27,294.61,0.669,1.00773,1.10593,0.3635,0.2783,0.6786,0.8756,0.3223,0.26170000000000004,0.2343,0.5549000000000001,0.1832,0.7584000000000001,0.0355,0.4218,0.6177,0.5844,0.226,0.2359,0.3709,0.1819,0.4572,0.34369999999999995,0.3435,0.1472,0.248,JK,Rural,Northern Zone
859,Kathua,785.82,1046.82,227.29,0.6965,0.8969400000000001,0.7713300000000001,0.3897,0.3272,0.7784,0.899,0.4139,0.0665,0.6303,0.9253,0.5405,0.9122,0.0335,0.8117,0.45990000000000003,0.4893,0.2305,0.2281,0.32159999999999994,0.162,0.39740000000000003,0.35159999999999997,0.3734,0.1301,0.3116,JK,Rural,Northern Zone
862,Baramula,974.92,1317.95,318.94,0.6201,0.9319200000000001,0.99803,0.6053999999999999,0.6457999999999999,0.64,0.8137000000000001,0.2932,0.0388,0.4608,0.9553,0.316,0.9261,0.0040999999999999995,0.8256999999999999,0.7303000000000001,0.5299,0.3059,0.3385,0.2839,0.1671,0.5411,0.46380000000000005,0.20370000000000002,0.0753,0.5085000000000001,JK,Rural,Northern Zone
865,Bandipore,395.01,601.2,136.32,0.6168,1.04904,0.81944,0.40159999999999996,0.4743,0.5993999999999999,0.8062999999999999,0.268,0.066,0.36479999999999996,0.9017000000000001,0.1624,0.8522,0.022000000000000002,0.7925,0.6744,0.366,0.1728,0.19219999999999998,0.231,0.0913,0.4384,0.4204,0.2576,0.0975,0.32659999999999995,JK,Rural,Northern Zone
867,Srinagar,2284.09,2745.79,615.02,0.6527,0.9511799999999999,1.05948,0.6656,0.9729000000000001,0.7463,0.8501000000000001,0.4586,0.0332,0.6448,0.9093000000000001,0.2729,0.992,0.0043,0.8522,0.7573000000000001,0.32170000000000004,0.1822,0.16870000000000002,0.2731,0.042300000000000004,0.35850000000000004,0.488,0.47350000000000003,0.1444,0.5587,JK,Urban,Northern Zone
871,Ganderbal,295.17,423.03,97.64,0.5562,0.9803599999999999,1.1405999999999998,0.5335,0.595,0.5769,0.8165,0.22920000000000001,0.0864,0.4729,0.9451,0.1298,0.9531000000000001,0.009000000000000001,0.8064,0.7290000000000001,0.45,0.243,0.2401,0.2491,0.1015,0.4191,0.41659999999999997,0.3907,0.1882,0.5172,JK,Rural,Northern Zone
874,Pulwama,605.09,816.25,186.31,0.6236999999999999,0.94737,0.85917,0.6684,0.7756000000000001,0.6762999999999999,0.8842,0.3724,0.0054,0.3724,0.9818000000000001,0.2993,0.9389,0.0074,0.9098,0.6762,0.4113,0.2101,0.20739999999999997,0.22829999999999998,0.0906,0.40869999999999995,0.4893,0.3914,0.1139,0.5938,JK,Rural,Northern Zone
877,Shupiyan,338.23,491.05,117.57,0.6263000000000001,0.9748300000000001,1.15749,0.5746,0.395,0.6443000000000001,0.8672,0.335,0.0304,0.3382,0.9606999999999999,0.20620000000000002,0.9207,0.009899999999999999,0.7073999999999999,0.609,0.4432,0.17079999999999998,0.16870000000000002,0.23989999999999997,0.0943,0.37670000000000003,0.3945,0.3347,0.1251,0.5357,JK,Rural,Northern Zone
880,Anantnag,931.56,1392.02,334.68,0.6058,0.9911900000000001,0.83156,0.5728,0.6221,0.6314,0.8951,0.27940000000000004,0.0572,0.35090000000000005,0.8120999999999999,0.1167,0.8769,0.0352,0.7043,0.7184,0.46159999999999995,0.09630000000000001,0.1562,0.1898,0.1012,0.23370000000000002,0.278,0.2003,0.0863,0.1931,JK,Rural,Northern Zone
883,Kulgam,491.41,707.57,189.69,0.5992000000000001,0.98242,1.0438800000000001,0.4892,0.44,0.605,0.8344,0.26789999999999997,0.036699999999999997,0.3604,0.9397,0.2028,0.8765000000000001,0.0209,0.805,0.6302,0.521,0.2909,0.2836,0.2271,0.07730000000000001,0.4644,0.4154,0.3081,0.0941,0.41159999999999997,JK,Rural,Northern Zone
886,Doda,584.81,697.0,141.07,0.5467,1.03603,1.02134,0.45159999999999995,0.1151,0.5264,0.828,0.2998,0.20550000000000002,0.2234,0.34,0.08039999999999999,0.47600000000000003,0.0931,0.38530000000000003,0.5138,0.3594,0.2608,0.2944,0.3747,0.15109999999999998,0.31420000000000003,0.20670000000000002,0.31079999999999997,0.1941,0.1997,JK,Rural,Northern Zone
889,Ramban,378.68,448.38,97.41,0.5057,0.98091,1.06083,0.39030000000000004,0.1562,0.4324,0.8053,0.22030000000000002,0.10980000000000001,0.2755,0.5146000000000001,0.1773,0.6048,0.0393,0.5693,0.8154,0.429,0.21170000000000003,0.2589,0.3395,0.1478,0.3693,0.3408,0.5532,0.44229999999999997,0.5109,JK,Rural,Northern Zone
892,Kishtwar,339.53,386.4,84.39,0.5162,0.96251,0.8965799999999999,0.38130000000000003,0.19829999999999998,0.5049,0.8511,0.3172,0.1998,0.3946,0.5238,0.1679,0.6325999999999999,0.0302,0.7318000000000001,0.7502,0.4255,0.2416,0.2237,0.2993,0.13470000000000001,0.42979999999999996,0.3895,0.5363,0.42119999999999996,0.43770000000000003,JK,Rural,Northern Zone
895,Udhampur,642.14,887.36,180.26,0.6212,0.97515,0.8636900000000001,0.265,0.1525,0.6770999999999999,0.8656999999999999,0.28859999999999997,0.1313,0.5770000000000001,0.8970999999999999,0.48869999999999997,0.8099,0.0335,0.8081,0.47200000000000003,0.3768,0.1751,0.1654,0.4447,0.1923,0.5650999999999999,0.4783,0.3956,0.1454,0.2713,JK,Rural,Northern Zone
898,Reasi,440.16,654.03,154.28,0.6573,0.9450800000000001,0.86676,0.40549999999999997,0.1476,0.6356,0.8429000000000001,0.3211,0.1612,0.4642,0.5724,0.37479999999999997,0.6236999999999999,0.0334,0.7295,0.7006999999999999,0.46340000000000003,0.2502,0.2589,0.2532,0.1352,0.5493,0.401,0.33340000000000003,0.1474,0.27940000000000004,JK,Rural,Northern Zone
900,Jammu,1307.92,1425.3,353.92,0.8765000000000001,0.95207,0.6306900000000001,0.7774,0.9264,0.8918,0.9186,0.6439,0.062,0.5775,0.8578,0.5546,0.9841,0.0,0.8395,0.5104,0.5964,0.09459317647058811,0.4525,0.2102,0.12119999999999999,0.3833,0.36560000000000004,0.3457,0.0894,0.4244,JK,Urban,Northern Zone
904,Samba,436.45,564.85,110.66,0.7462000000000001,1.02879,0.9290900000000001,0.43700000000000006,0.4714,0.8081999999999999,0.9464,0.45909999999999995,0.0723,0.2768,0.7783,0.47740000000000005,0.8593999999999999,0.014199999999999999,0.7053,0.36840000000000006,0.4172,0.3267,0.32899999999999996,0.1881,0.16820000000000002,0.46240000000000003,0.37479999999999997,0.27390000000000003,0.07519999999999999,0.21960000000000002,JK,Rural,Northern Zone
906,Adilabad,559.0,539.0,80.0,0.489,1.018,0.722,0.22,0.268,0.426,0.725,0.21,0.405,0.45899999999999996,0.693,0.38799999999999996,0.643,0.083,0.72,0.741,0.205,0.054000000000000006,0.051,0.39,0.392,0.7020000000000001,0.647,0.324,0.11699999999999999,0.073,TG,Rural,Southern Zone
908,Nizamabad,591.0,578.0,63.0,0.48100000000000004,1.1380000000000001,0.82,0.363,0.467,0.501,0.7759999999999999,0.281,0.33299999999999996,0.439,0.713,0.48700000000000004,0.938,0.01,0.6459999999999999,0.738,0.294,0.054000000000000006,0.064,0.373,0.297,0.7020000000000001,0.5539999999999999,0.39799999999999996,0.109,0.083,TG,Rural,Southern Zone
912,Medak,589.0,569.0,83.0,0.513,1.0230000000000001,0.932,0.49700000000000005,0.344,0.517,0.8109999999999999,0.311,0.35200000000000004,0.47600000000000003,0.644,0.309,0.88,0.048,0.903,0.725,0.43799999999999994,0.066,0.081,0.32,0.318,0.682,0.579,0.331,0.067,0.1,TG,Rural,Southern Zone
914,Hyderabad,766.0,830.0,109.0,0.7979999999999999,0.9339999999999999,0.827,0.732,0.9159999999999999,0.7979999999999999,0.8590000000000001,0.584,0.105,0.555,0.858,0.731,0.972,0.026000000000000002,0.713,0.7390000000000001,0.408,0.285,0.261,0.157,0.129,0.5489999999999999,0.54,0.29600000000000004,0.039,0.14,TG,Urban,Southern Zone
916,Rangareddy,527.0,520.0,74.0,0.7959999999999999,0.976,0.783,0.5489999999999999,0.9490000000000001,0.826,0.955,0.616,0.20800000000000002,0.687,0.738,0.516,0.9620000000000001,0.005,0.664,0.7,0.316,0.048,0.067,0.228,0.17300000000000001,0.428,0.525,0.33,0.22,0.1,TG,Urban,Southern Zone
918,Mahbubnagar,665.0,637.0,87.0,0.455,0.993,0.905,0.254,0.39399999999999996,0.408,0.6920000000000001,0.24100000000000002,0.516,0.6609999999999999,0.588,0.469,0.764,0.062,0.47200000000000003,0.7290000000000001,0.364,0.053,0.048,0.381,0.311,0.6579999999999999,0.511,0.24100000000000002,0.064,0.045,TG,Rural,Southern Zone
920,Nalgonda,654.0,587.0,88.0,0.518,0.96,0.788,0.47100000000000003,0.562,0.5429999999999999,0.818,0.309,0.36700000000000005,0.6709999999999999,0.748,0.332,0.96,0.025,0.7240000000000001,0.84,0.34,0.040999999999999995,0.064,0.306,0.278,0.708,0.547,0.436,0.079,0.11900000000000001,TG,Rural,Southern Zone
922,Warangal,566.0,526.0,72.0,0.541,1.077,0.958,0.353,0.493,0.619,0.847,0.366,0.34700000000000003,0.488,0.823,0.74,0.943,0.008,0.7240000000000001,0.932,0.381,0.085,0.08900000000000001,0.268,0.26899999999999996,0.649,0.564,0.425,0.076,0.076,TG,Rural,Southern Zone
924,Khammam,619.0,609.0,81.0,0.5529999999999999,1.0550000000000002,0.806,0.41100000000000003,0.619,0.5529999999999999,0.792,0.29600000000000004,0.344,0.6970000000000001,0.8079999999999999,0.5720000000000001,0.924,0.048,0.5579999999999999,0.804,0.46,0.069,0.107,0.301,0.23800000000000002,0.7070000000000001,0.723,0.39299999999999996,0.065,0.109,TG,Rural,Southern Zone
927,Panchkula,418.0,505.0,77.0,0.708,0.829,0.835,0.705,0.44299999999999995,0.79,0.988,0.47200000000000003,0.11199999999999999,0.7709999999999999,0.716,0.488,0.987,0.013000000000000001,0.966,0.735,0.401,0.10099999999999999,0.10800000000000001,0.261,0.11699999999999999,0.78,0.573,0.57,0.166,0.456,HR,Rural,Northern Zone
930,Ambala,418.0,531.0,80.0,0.7559999999999999,0.8310000000000001,0.773,0.856,0.489,0.858,0.96,0.545,0.069,0.757,0.616,0.489,0.95,0.015,0.9570000000000001,0.78,0.574,0.152,0.135,0.245,0.135,0.662,0.7,0.573,0.179,0.29100000000000004,HR,Rural,Northern Zone
935,Kurukshetra,594.0,730.0,115.0,0.7,0.9039999999999999,0.837,0.84,0.495,0.79,0.924,0.424,0.12300000000000001,0.715,0.62,0.326,0.924,0.036000000000000004,0.9129999999999999,0.8320000000000001,0.431,0.07,0.10800000000000001,0.324,0.107,0.639,0.5579999999999999,0.461,0.29,0.589,HR,Rural,Northern Zone
937,Kaithal,660.0,796.0,107.0,0.626,0.891,0.8400000000000001,0.7490000000000001,0.298,0.706,0.8240000000000001,0.359,0.20600000000000002,0.743,0.5489999999999999,0.5489999999999999,0.831,0.065,0.892,0.847,0.48100000000000004,0.057,0.047,0.358,0.16399999999999998,0.6970000000000001,0.606,0.541,0.081,0.22399999999999998,HR,Rural,Northern Zone
939,Karnal,418.0,470.0,76.0,0.8190000000000001,0.869,0.72,0.9329999999999999,0.8690000000000001,0.873,0.938,0.662,0.087,0.727,0.653,0.57,0.929,0.028999999999999998,0.867,0.782,0.451,0.0,0.0,0.34600000000000003,0.079,0.629,0.584,0.534,0.193,0.34,HR,Urban,Northern Zone
940,Karnal,418.0,520.0,86.0,0.6890000000000001,0.8859999999999999,0.9480000000000001,0.847,0.38799999999999996,0.7440000000000001,0.84,0.37799999999999995,0.083,0.7290000000000001,0.622,0.581,0.927,0.048,0.925,0.8340000000000001,0.569,0.073,0.098,0.435,0.151,0.804,0.7090000000000001,0.5920000000000001,0.163,0.373,HR,Rural,Northern Zone
942,Panipat,417.0,508.0,69.0,0.7829999999999999,0.844,0.8099999999999999,0.902,0.889,0.778,0.903,0.56,0.134,0.711,0.534,0.33399999999999996,0.797,0.125,0.639,0.741,0.11900000000000001,0.027000000000000003,0.084,0.48700000000000004,0.091,0.705,0.6409999999999999,0.39299999999999996,0.275,0.243,HR,Urban,Northern Zone
945,Sonipat,418.0,486.0,91.0,0.792,0.853,0.897,0.8079999999999999,0.8059999999999999,0.845,0.9670000000000001,0.593,0.19,0.665,0.336,0.391,0.81,0.122,0.486,0.731,0.165,0.0,0.027999999999999997,0.525,0.151,0.5429999999999999,0.579,0.295,0.215,0.251,HR,Urban,Northern Zone
946,Sonipat,418.0,530.0,94.0,0.718,0.818,0.836,0.794,0.309,0.8079999999999999,0.904,0.519,0.21100000000000002,0.685,0.409,0.258,0.8490000000000001,0.044000000000000004,0.7240000000000001,0.843,0.303,0.06,0.054000000000000006,0.34600000000000003,0.13699999999999998,0.607,0.7070000000000001,0.307,0.192,0.26899999999999996,HR,Rural,Northern Zone
948,Jind,638.0,828.0,111.0,0.664,0.8779999999999999,0.9949999999999999,0.8220000000000001,0.24100000000000002,0.7490000000000001,0.875,0.43700000000000006,0.155,0.7190000000000001,0.5660000000000001,0.298,0.93,0.012,0.8809999999999999,0.7140000000000001,0.6609999999999999,0.075,0.067,0.272,0.17300000000000001,0.758,0.612,0.627,0.08800000000000001,0.258,HR,Rural,Northern Zone
950,Fatehabad,682.0,903.0,137.0,0.632,0.916,0.961,0.8590000000000001,0.256,0.6920000000000001,0.909,0.34700000000000003,0.179,0.703,0.597,0.439,0.915,0.049,0.8690000000000001,0.648,0.529,0.113,0.10099999999999999,0.301,0.235,0.736,0.664,0.42100000000000004,0.305,0.392,HR,Rural,Northern Zone
952,Sirsa,637.0,850.0,118.0,0.598,0.9279999999999999,0.853,0.769,0.218,0.652,0.75,0.302,0.131,0.732,0.46399999999999997,0.48100000000000004,0.83,0.08,0.7759999999999999,0.7070000000000001,0.557,0.0,0.0,0.345,0.23199999999999998,0.74,0.604,0.518,0.177,0.29600000000000004,HR,Rural,Northern Zone
955,Hisar,418.0,561.0,84.0,0.621,0.877,0.748,0.833,0.183,0.677,0.836,0.35,0.188,0.703,0.318,0.35700000000000004,0.9059999999999999,0.023,0.77,0.9229999999999999,0.365,0.019,0.034,0.255,0.172,0.643,0.605,0.248,0.187,0.35200000000000004,HR,Rural,Northern Zone
957,Bhiwani,678.0,901.0,129.0,0.6629999999999999,0.9630000000000001,0.999,0.813,0.22899999999999998,0.7509999999999999,0.86,0.431,0.207,0.722,0.499,0.32,0.866,0.053,0.71,0.711,0.414,0.045,0.042,0.368,0.23399999999999999,0.7440000000000001,0.643,0.243,0.131,0.203,HR,Rural,Northern Zone
959,Rohtak,416.0,483.0,85.0,0.775,0.9039999999999999,0.807,0.7959999999999999,0.7440000000000001,0.802,0.8809999999999999,0.562,0.26899999999999996,0.6679999999999999,0.49,0.303,0.852,0.045,0.579,0.669,0.536,0.05,0.065,0.384,0.136,0.72,0.539,0.289,0.094,0.209,HR,Urban,Northern Zone
960,Rohtak,415.0,507.0,89.0,0.672,0.925,1.01,0.75,0.239,0.765,0.897,0.39899999999999997,0.18600000000000003,0.615,0.48,0.26,0.87,0.027000000000000003,0.67,0.596,0.506,0.040999999999999995,0.052000000000000005,0.355,0.179,0.7879999999999999,0.607,0.251,0.11199999999999999,0.18899999999999997,HR,Rural,Northern Zone
962,Jhajjar,614.0,779.0,133.0,0.71,0.915,0.6940000000000001,0.856,0.259,0.8190000000000001,0.963,0.519,0.174,0.6609999999999999,0.457,0.302,0.912,0.034,0.546,0.782,0.41200000000000003,0.185,0.174,0.19,0.122,0.698,0.588,0.09,0.08199999999999999,0.16699999999999998,HR,Rural,Northern Zone
964,Mahendragarh,712.0,973.0,157.0,0.6779999999999999,0.877,0.712,0.72,0.258,0.7709999999999999,0.9620000000000001,0.47200000000000003,0.159,0.638,0.461,0.354,0.963,0.026000000000000002,0.733,0.848,0.738,0.19399999999999998,0.184,0.247,0.201,0.7490000000000001,0.637,0.242,0.146,0.28300000000000003,HR,Rural,Northern Zone
966,Rewari,602.0,743.0,125.0,0.6679999999999999,0.891,0.579,0.705,0.22,0.779,0.978,0.442,0.21600000000000003,0.439,0.285,0.226,0.9059999999999999,0.063,0.439,0.594,0.36700000000000005,0.015,0.03,0.28300000000000003,0.226,0.81,0.6579999999999999,0.21,0.105,0.145,HR,Rural,Northern Zone
968,Gurgaon,401.0,415.0,62.0,0.777,0.788,0.924,0.639,0.9229999999999999,0.731,0.888,0.519,0.423,0.507,0.379,0.204,0.7190000000000001,0.049,0.273,0.7659999999999999,0.179,0.076,0.055999999999999994,0.44299999999999995,0.11,0.63,0.746,0.158,0.14300000000000002,0.24100000000000002,HR,Urban,Northern Zone
969,Gurgaon,395.0,507.0,79.0,0.7390000000000001,0.889,0.893,0.754,0.41600000000000004,0.792,0.971,0.484,0.249,0.373,0.158,0.158,0.8140000000000001,0.038,0.10800000000000001,0.532,0.195,0.024,0.063,0.285,0.171,0.782,0.688,0.125,0.075,0.212,HR,Rural,Northern Zone
971,Mewat,708.0,948.0,137.0,0.466,0.9550000000000001,0.9410000000000001,0.446,0.106,0.336,0.7829999999999999,0.09300000000000001,0.38299999999999995,0.129,0.055999999999999994,0.069,0.369,0.076,0.11,0.235,0.349,0.046,0.046,0.53,0.26899999999999996,0.8420000000000001,0.6990000000000001,0.09,0.046,0.062,HR,Rural,Northern Zone
973,Faridabad,612.0,747.0,95.0,0.763,0.808,0.631,0.79,0.8909999999999999,0.7659999999999999,0.9640000000000001,0.43799999999999994,0.215,0.265,0.33399999999999996,0.204,0.733,0.109,0.514,0.507,0.564,0.114,0.138,0.28,0.132,0.753,0.527,0.134,0.09,0.149,HR,Urban,Northern Zone
975,Palwal,608.0,755.0,113.0,0.57,0.8789999999999999,0.97,0.602,0.16699999999999998,0.541,0.8959999999999999,0.263,0.313,0.293,0.142,0.055,0.49200000000000005,0.135,0.21600000000000003,0.402,0.307,0.051,0.06,0.376,0.179,0.782,0.63,0.07200000000000001,0.064,0.134,HR,Rural,Northern Zone
980,Chennai,819.0,928.0,126.0,0.887,1.032,1.5310000000000001,0.823,0.9670000000000001,0.902,0.9670000000000001,0.7070000000000001,0.128,0.601,0.7829999999999999,0.701,1.0,0.0,0.861,0.6,0.405,0.161,0.138,0.309,0.094,0.445,0.539,0.201,0.134,0.077,TN,Urban,Southern Zone
